SchYear,DistNumb,DistType,DistName,SchNum,SchCls,SchName,CountyNumber,CountyName,EcoDevRgn,TotFTE,Male,Female,IndianMale,IndianFemale,AsianMale,AsianFemale,HispanicMale,HispanicFemale,BlackMale,BlackFemale,WhiteMale,WhiteFemale,NewAdmin,AvgYrsExp,Exp1_5,Exp6_10,Exp11_15,Exp16_20,Exp21_25,Exp26_30,Exp31Plus,LessThanBA,BA,MA,PhD,EdUnkn,AvgAge,AgeLess25,Age25_29,Age30_34,Age35_44,Age45_54,Age55Plus
14-15,361,1,INTERNATIONAL FALLS SCHOOL DISTRICT               ,7,10,FALLS ELEMENTARY                                  ,36,Koochiching                                       ,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,7,0,1,0,0,0,0,0,0,0,1,0,0,33,0,0,1,0,0,0
14-15,361,1,INTERNATIONAL FALLS SCHOOL DISTRICT               ,0,0,Totals                                            ,36,Koochiching                                       ,3,4,2,2,0,0,0,0,0,0,0,0,2,2,0,7,1,2,1,0,0,0,0,0,1,3,0,0,41,0,0,1,2,1,0
14-15,362,1,LITTLEFORK-BIG FALLS SCHOOL DIST.                 ,20,10,LITTLEFORK-BIG FALLS ELEMENTARY                   ,36,Koochiching                                       ,3,0.5,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,6,0,0.5,0,0,0,0,0,0,0,0.5,0,0,35,0,0,0,0.5,0,0
14-15,362,1,LITTLEFORK-BIG FALLS SCHOOL DIST.                 ,30,33,LITTLEFORK-BIG FALLS SECONDARY                    ,36,Koochiching                                       ,3,0.5,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,6,0,0.5,0,0,0,0,0,0,0,0.5,0,0,35,0,0,0,0.5,0,0
14-15,362,1,LITTLEFORK-BIG FALLS SCHOOL DIST.                 ,0,0,Totals                                            ,36,Koochiching                                       ,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,6,0,1,0,0,0,0,0,0,0,1,0,0,35,0,0,0,1,0,0
14-15,363,1,SOUTH KOOCHICHING SCHOOL DISTRICT                 ,0,0,SOUTH KOOCHICHING SCHOOL DISTRICT                 ,36,Koochiching                                       ,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,71,0,0,0,0,0,1
14-15,363,1,SOUTH KOOCHICHING SCHOOL DISTRICT                 ,60,33,INDUS SECONDARY                                   ,36,Koochiching                                       ,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,12,0,0,0.5,0,0,0,0,0,0,0,0,0.5,59,0,0,0,0,0,0.5
14-15,363,1,SOUTH KOOCHICHING SCHOOL DISTRICT                 ,70,33,NORTHOME SECONDARY                                ,36,Koochiching                                       ,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,11,0,0,0.5,0,0,0,0,0,0,0,0,0.5,38,0,0,0,0.5,0,0
14-15,363,1,SOUTH KOOCHICHING SCHOOL DISTRICT                 ,80,10,NORTHOME ELEMENTARY                               ,36,Koochiching                                       ,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,11,0,0,0.5,0,0,0,0,0,0,0,0,0.5,38,0,0,0,0.5,0,0
14-15,363,1,SOUTH KOOCHICHING SCHOOL DISTRICT                 ,90,10,INDUS ELEMENTARY                                  ,36,Koochiching                                       ,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,12,0,0,0.5,0,0,0,0,0,0,0,0,0.5,59,0,0,0,0,0,0.5
14-15,363,1,SOUTH KOOCHICHING SCHOOL DISTRICT                 ,0,0,Totals                                            ,36,Koochiching                                       ,1,3,3,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,2,0,0,0,0,0,0,0,0,3,53,0,0,0,1,0,2
14-15,378,1,DAWSON-BOYD PUBLIC SCHOOL DISTRICT                ,0,0,DAWSON-BOYD PUBLIC SCHOOL DISTRICT                ,37,Lac qui Parle                                     ,6,1.3,0.8,0.5,0,0,0,0,0,0,0,0,0.8,0.5,0,7,0.8,0.5,0,0,0,0,0,0,0,0.5,0,0.8,58,0,0,0,0,0,1.3
