SchYear,DistNumb,DistType,DistName,SchNum,SchCls,SchName,CountyNumber,CountyName,EcoDevRgn,TotFTE,Male,Female,IndianMale,IndianFemale,AsianMale,AsianFemale,HispanicMale,HispanicFemale,BlackMale,BlackFemale,WhiteMale,WhiteFemale,NewAdmin,AvgYrsExp,Exp1_5,Exp6_10,Exp11_15,Exp16_20,Exp21_25,Exp26_30,Exp31Plus,LessThanBA,BA,MA,PhD,EdUnkn,AvgAge,AgeLess25,Age25_29,Age30_34,Age35_44,Age45_54,Age55Plus
14-15,2198,1,FILLMORE CENTRAL                                  ,301,79,ROOT RIVER PROGRAM                                ,23,Fillmore                                          ,10,0.33,0,0.33,0,0,0,0,0,0,0,0,0,0.33,0,10,0,0.33,0,0,0,0,0,0,0,0.33,0,0,41,0,0,0,0.33,0,0
14-15,2198,1,FILLMORE CENTRAL                                  ,456,33,FILLMORE CENTRAL SENIOR HIGH                      ,23,Fillmore                                          ,10,0.5,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,13,0,0,0.5,0,0,0,0,0,0,0.5,0,0,45,0,0,0,0,0.5,0
14-15,2198,1,FILLMORE CENTRAL                                  ,0,0,Totals                                            ,23,Fillmore                                          ,10,3.6,2.6,1,0,0,0,0,0,0,0,0,2.6,1,0,12,0,1,2.6,0,0,0,0,0,1,2.6,0,0,45,0,0,0,2,1,0.6
14-15,2215,1,NORMAN COUNTY EAST SCHOOL DISTRICT                ,0,0,NORMAN COUNTY EAST SCHOOL DISTRICT                ,54,Norman                                            ,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,12,0,0,1,0,0,0,0,0,0,1,0,0,51,0,0,0,0,1,0
14-15,2215,1,NORMAN COUNTY EAST SCHOOL DISTRICT                ,2,33,NORMAN COUNTY EAST SECONDARY                      ,54,Norman                                            ,1,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,19,0,0,0,0.5,0,0,0,0,0.5,0,0,0,43,0,0,0,0.5,0,0
14-15,2215,1,NORMAN COUNTY EAST SCHOOL DISTRICT                ,10,10,NORMAN COUNTY EAST ELEMENTARY                     ,54,Norman                                            ,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,37,0,0,0,0,0,0,1,0,0,1,0,0,61,0,0,0,0,0,1
14-15,2215,1,NORMAN COUNTY EAST SCHOOL DISTRICT                ,0,0,Totals                                            ,54,Norman                                            ,1,2.5,1,1.5,0,0,0,0,0,0,0,0,1,1.5,0,22,0,0,1,0.5,0,0,1,0,0.5,2,0,0,51,0,0,0,0.5,1,1
14-15,2310,1,SIBLEY EAST SCHOOL DISTRICT                       ,0,0,SIBLEY EAST SCHOOL DISTRICT                       ,72,Sibley                                            ,9,1,1,0,0,0,0,0,0,0,0,0,1,0,0,21,0,0,0,0,1,0,0,0,0,1,0,0,50,0,0,0,0,1,0
14-15,2310,1,SIBLEY EAST SCHOOL DISTRICT                       ,1,10,SIBLEY EAST-ARLINGTON ELEMENTARY                  ,72,Sibley                                            ,9,1.5,0,1.5,0,0,0,0,0,0,0,0,0,1.5,0,17,0,0,0.5,0,1,0,0,0,0,1.5,0,0,52,0,0,0,0,1.5,0
14-15,2310,1,SIBLEY EAST SCHOOL DISTRICT                       ,3,32,SIBLEY EAST-ARLINGTON SENIOR HIGH                 ,72,Sibley                                            ,9,1,1,0,0,0,0,0,0,0,0,0,1,0,0,8,0,1,0,0,0,0,0,0,0,1,0,0,32,0,0,1,0,0,0
14-15,2310,1,SIBLEY EAST SCHOOL DISTRICT                       ,10,10,SIBLEY EAST-GAYLORD ELEMENTARY                    ,72,Sibley                                            ,9,1.5,1,0.5,0,0,0,0,0,0,0,0,1,0.5,0,16,0,0,0.5,0,1,0,0,0,1,0.5,0,0,49,0,0,0,0,1.5,0
14-15,2310,1,SIBLEY EAST SCHOOL DISTRICT                       ,20,31,SIBLEY EAST-GAYLORD JUNIOR HIGH                   ,72,Sibley                                            ,9,1,1,0,0,0,0,0,0,0,0,0,1,0,0,11,0,0,1,0,0,0,0,0,0,1,0,0,55,0,0,0,0,0,1
14-15,2310,1,SIBLEY EAST SCHOOL DISTRICT                       ,0,0,Totals                                            ,72,Sibley                                            ,9,6,4,2,0,0,0,0,0,0,0,0,4,2,0,15,0,1,2,0,3,0,0,0,1,5,0,0,48,0,0,1,0,4,1
14-15,2311,1,CLEARBROOK-GONVICK SCHOOL DISTRICT                ,0,0,CLEARBROOK-GONVICK SCHOOL DISTRICT                ,15,Clearwater                                        ,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,27,0,0,0,0,0,1,0,0,0,1,0,0,62,0,0,0,0,0,1
14-15,2311,1,CLEARBROOK-GONVICK SCHOOL DISTRICT                ,20,33,CLEARBROOK-GONVICK SECONDARY                      ,15,Clearwater                                        ,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,5,1,0,0,0,0,0,0,0,1,0,0,0,30,0,0,1,0,0,0
14-15,2311,1,CLEARBROOK-GONVICK SCHOOL DISTRICT                ,0,0,Totals                                            ,15,Clearwater                                        ,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,16,1,0,0,0,0,1,0,0,1,1,0,0,46,0,0,1,0,0,1
14-15,2342,1,WEST CENTRAL AREA                                 ,0,0,WEST CENTRAL AREA                                 ,26,Grant                                             ,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47,0,0,0,0,1,0
14-15,2342,1,WEST CENTRAL AREA                                 ,1,10,WEST CENTRAL AREA N. EL.                          ,26,Grant                                             ,4,0.77,0.27,0.5,0,0,0,0,0,0,0,0,0.27,0.5,0,18,0,0.5,0,0,0,0,0,0,0.27,0.5,0,0,46,0,0,0.5,0,0,0.27
14-15,2342,1,WEST CENTRAL AREA                                 ,2,10,WEST CENTRAL AREA S. EL.                          ,26,Grant                                             ,4,0.73,0.23,0.5,0,0,0,0,0,0,0,0,0.23,0.5,0,18,0,0.5,0,0,0,0,0,0,0.23,0.5,0,0,46,0,0,0.5,0,0,0.23
14-15,2342,1,WEST CENTRAL AREA                                 ,3,33,WEST CENTRAL AREA SEC.                            ,26,Grant                                             ,4,1.17,1.17,0,0,0,0,0,0,0,0,0,1.17,0,0,10,0,0.67,0.5,0,0,0,0,0,0.5,0,0,0.67,42,0,0,0,1.17,0,0
14-15,2342,1,WEST CENTRAL AREA                                 ,4,10,WCA 5-6 ELEMENTARY                                ,26,Grant                                             ,4,0.33,0.33,0,0,0,0,0,0,0,0,0,0.33,0,0,6,0,0.33,0,0,0,0,0,0,0,0,0,0.33,42,0,0,0,0.33,0,0
14-15,2342,1,WEST CENTRAL AREA                                 ,0,0,Totals                                            ,26,Grant                                             ,4,4,3,1,0,0,0,0,0,0,0,0,3,1,0,12,0,2,0.5,0,0,0,0,0,1,1,0,2,44,0,0,1,1.5,1,0.5
14-15,2358,1,TRI-COUNTY SCHOOL DISTRICT                        ,0,0,TRI-COUNTY SCHOOL DISTRICT                        ,35,Kittson                                           ,1,0.4,0.4,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,57,0,0,0,0,0,0.4
14-15,2358,1,TRI-COUNTY SCHOOL DISTRICT                        ,10,10,KARLSTAD ELEMENTARY                               ,35,Kittson                                           ,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,15,0,0,0.5,0,0,0,0,0,0,0.5,0,0,54,0,0,0,0,0.5,0
14-15,2358,1,TRI-COUNTY SCHOOL DISTRICT                        ,20,33,TRI-COUNTY SECONDARY                              ,35,Kittson                                           ,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,15,0,0,0.5,0,0,0,0,0,0,0.5,0,0,54,0,0,0,0,0.5,0
14-15,2358,1,TRI-COUNTY SCHOOL DISTRICT                        ,0,0,Totals                                            ,35,Kittson                                           ,1,1.4,1.4,0,0,0,0,0,0,0,0,0,1.4,0,0,10,0,0,1,0,0,0,0,0,0,1.4,0,0,55,0,0,0,0,1,0.4
14-15,2364,1,BELGRADE-BROOTEN-ELROSA SCHOOL DIST               ,0,0,BELGRADE-BROOTEN-ELROSA SCHOOL DIST               ,73,Stearns                                           ,7,1.17,0.5,0.67,0,0,0,0,0,0,0,0,0.5,0.67,0,6,0.67,0.5,0,0,0,0,0,0,0,0.67,0,0.5,35,0,0,0.67,0.5,0,0
14-15,2364,1,BELGRADE-BROOTEN-ELROSA SCHOOL DIST               ,1,10,BELGRADE-BROOTEN-ELROSA ELEMENTARY                ,73,Stearns                                           ,7,1,1,0,0,0,0,0,0,0,0,0,1,0,0,8,0,1,0,0,0,0,0,0,0,0,0,1,41,0,0,0,1,0,0
14-15,2364,1,BELGRADE-BROOTEN-ELROSA SCHOOL DIST               ,2,33,BELGRADE-BROOTEN-ELROSA SEC.                      ,73,Stearns                                           ,7,0.83,0.83,0,0,0,0,0,0,0,0,0,0.83,0,0,8,0,0.83,0,0,0,0,0,0,0,0.33,0,0.5,37,0,0,0,0.83,0,0
14-15,2364,1,BELGRADE-BROOTEN-ELROSA SCHOOL DIST               ,0,0,Totals                                            ,73,Stearns                                           ,7,3,2.33,0.67,0,0,0,0,0,0,0,0,2.33,0.67,0,7,0.67,2.33,0,0,0,0,0,0,0,1,0,2,37,0,0,0.67,2.33,0,0
14-15,2365,1,G.F.W.                                            ,0,0,G.F.W.                                            ,72,Sibley                                            ,9,1,0.5,0.5,0,0,0,0,0,0,0,0,0.5,0.5,0,17,0,0,0.5,0.5,0,0,0,0,0.5,0,0,0.5,43,0,0,0,0.5,0.5,0
14-15,2365,1,G.F.W.                                            ,1,10,G.F.W. EL.                                        ,72,Sibley                                            ,9,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,20,0,0,0,0.5,0,0,0,0,0,0,0,0.5,50,0,0,0,0,0.5,0
14-15,2365,1,G.F.W.                                            ,2,20,G.F.W. MID.                                       ,72,Sibley                                            ,9,1,1,0,0,0,0,0,0,0,0,0,1,0,0,10,0,1,0,0,0,0,0,0,0,0,0,1,49,0,0,0,0,1,0
14-15,2365,1,G.F.W.                                            ,0,0,Totals                                            ,72,Sibley                                            ,9,2.5,1.5,1,0,0,0,0,0,0,0,0,1.5,1,0,16,0,1,0.5,1,0,0,0,0,0.5,0,0,2,46,0,0,0,0.5,2,0
14-15,2396,1,A.C.G.C. PUBLIC SCHOOL DISTRICT                   ,0,0,A.C.G.C. PUBLIC SCHOOL DISTRICT                   ,47,Meeker                                            ,6,1.5,0,1.5,0,0,0,0,0,0,0,0,0,1.5,0,6,0,0,0.5,0,0,0,0,0,1,0.5,0,0,53,0,0,0,0,1,0.5
14-15,2396,1,A.C.G.C. PUBLIC SCHOOL DISTRICT                   ,100,10,A.C.G.C. ELEMENTARY                               ,47,Meeker                                            ,6,1,0,1,0,0,0,0,0,0,0,0,0,1,0,9,0,1,0,0,0,0,0,0,0,1,0,0,33,0,0,1,0,0,0
14-15,2396,1,A.C.G.C. PUBLIC SCHOOL DISTRICT                   ,150,10,ACGC ELEMENTARY GRADES 5 AND 6                    ,47,Meeker                                            ,6,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,16,0,0,0,0.5,0,0,0,0,0,0.5,0,0,49,0,0,0,0,0.5,0
14-15,2396,1,A.C.G.C. PUBLIC SCHOOL DISTRICT                   ,300,33,A.C.G.C. SECONDARY                                ,47,Meeker                                            ,6,1,0,1,0,0,0,0,0,0,0,0,0,1,0,14,0,0,0.5,0.5,0,0,0,0,0,1,0,0,52,0,0,0,0,0.5,0.5
14-15,2396,1,A.C.G.C. PUBLIC SCHOOL DISTRICT                   ,0,0,Totals                                            ,47,Meeker                                            ,6,4,0,4,0,0,0,0,0,0,0,0,0,4,0,11,0,1,1,1,0,0,0,0,1,3,0,0,48,0,0,1,0,2,1
14-15,2397,1,LE SUEUR-HENDERSON SCHOOL DISTRICT                ,0,0,LE SUEUR-HENDERSON SCHOOL DISTRICT                ,40,Le Sueur                                          ,9,1.5,1,0.5,0,0,0,0,0,0,0,0,1,0.5,0,12,0,0.5,1,0,0,0,0,0,0,1.5,0,0,45,0,0,0,0.5,0,1
14-15,2397,1,LE SUEUR-HENDERSON SCHOOL DISTRICT                ,10,10,PARK ELEMENTARY                                   ,40,Le Sueur                                          ,9,1,1,0,0,0,0,0,0,0,0,0,1,0,0,17,0,0,0,1,0,0,0,0,0,1,0,0,54,0,0,0,0,1,0
14-15,2397,1,LE SUEUR-HENDERSON SCHOOL DISTRICT                ,15,10,HILLTOP ELEMENTARY                                ,40,Le Sueur                                          ,9,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,10,0,0.5,0,0,0,0,0,0,0,0.5,0,0,36,0,0,0,0.5,0,0
14-15,2397,1,LE SUEUR-HENDERSON SCHOOL DISTRICT                ,20,32,LE SUEUR-HENDERSON HIGH SCHOOL                    ,40,Le Sueur                                          ,9,2,2,0,0,0,0,0,0,0,0,0,2,0,0,15,0,1,0,1,0,0,0,0,0,2,0,0,49,0,0,0,0,2,0
14-15,2397,1,LE SUEUR-HENDERSON SCHOOL DISTRICT                ,0,0,Totals                                            ,40,Le Sueur                                          ,9,5,4,1,0,0,0,0,0,0,0,0,4,1,0,13,0,2,1,2,0,0,0,0,0,5,0,0,47,0,0,0,1,3,1
14-15,2448,1,MARTIN COUNTY WEST SCHOOL DISTRICT                ,0,0,MARTIN COUNTY WEST SCHOOL DISTRICT                ,46,Martin                                            ,9,1,0,1,0,0,0,0,0,0,0,0,0,1,0,7,0.5,0,0.5,0,0,0,0,0,0.5,0,0,0.5,51,0,0,0,0.5,0,0.5
14-15,2448,1,MARTIN COUNTY WEST SCHOOL DISTRICT                ,10,10,SHERBURN ELEMENTARY                               ,46,Martin                                            ,9,0.4,0,0.4,0,0,0,0,0,0,0,0,0,0.4,0,11,0,0,0.4,0,0,0,0,0,0,0,0,0.4,44,0,0,0,0.4,0,0
14-15,2448,1,MARTIN COUNTY WEST SCHOOL DISTRICT                ,15,10,TRIMONT ELEMENTARY                                ,46,Martin                                            ,9,1,1,0,0,0,0,0,0,0,0,0,1,0,0,15,0,0,1,0,0,0,0,0,0,1,0,0,64,0,0,0,0,0,1
14-15,2448,1,MARTIN COUNTY WEST SCHOOL DISTRICT                ,18,10,WELCOME ELEMENTARY                                ,46,Martin                                            ,9,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0.1,0,11,0,0,0.1,0,0,0,0,0,0,0,0,0.1,44,0,0,0,0.1,0,0
14-15,2448,1,MARTIN COUNTY WEST SCHOOL DISTRICT                ,20,32,MARTIN COUNTY WEST SENIOR HIGH                    ,46,Martin                                            ,9,1.83,1.83,0,0,0,0,0,0,0,0,0,1.83,0,0,6,0.83,1,0,0,0,0,0,0,0.83,1,0,0,48,0,0,0,0,1.83,0
14-15,2448,1,MARTIN COUNTY WEST SCHOOL DISTRICT                ,0,0,Totals                                            ,46,Martin                                            ,9,4.33,2.83,1.5,0,0,0,0,0,0,0,0,2.83,1.5,0,9,1.33,1,2,0,0,0,0,0,1.33,2,0,1,50,0,0,0,1,1.83,1.5
14-15,2527,1,NORMAN COUNTY WEST SCHOOL DISTRICT                ,0,0,NORMAN COUNTY WEST SCHOOL DISTRICT                ,54,Norman                                            ,1,0.67,0.5,0.17,0,0,0,0,0,0,0,0,0.5,0.17,0,10,0,0,0,0,0.17,0,0,0,0.17,0.5,0,0,48,0,0,0,0,0.67,0
14-15,2527,1,NORMAN COUNTY WEST SCHOOL DISTRICT                ,1,10,NORMAN COUNTY  WEST ELEMENTARY                    ,54,Norman                                            ,1,0.83,0,0.83,0,0,0,0,0,0,0,0,0,0.83,0,21,0,0,0,0,0.83,0,0,0,0.83,0,0,0,51,0,0,0,0,0.83,0
14-15,2527,1,NORMAN COUNTY WEST SCHOOL DISTRICT                ,20,33,NORMAN COUNTY  WEST SECONDARY                     ,54,Norman                                            ,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,45,0,0,0,0,0.5,0
14-15,2527,1,NORMAN COUNTY WEST SCHOOL DISTRICT                ,0,0,Totals                                            ,54,Norman                                            ,1,2,1,1,0,0,0,0,0,0,0,0,1,1,0,10,0,0,0,0,1,0,0,0,1,1,0,0,48,0,0,0,0,2,0
14-15,2534,1,BIRD ISLAND-OLIVIA-LAKE LILLIAN                   ,0,0,BIRD ISLAND-OLIVIA-LAKE LILLIAN                   ,65,Renville                                          ,6,2,1,1,0,0,0,0,0,0,0,0,1,1,0,3,0,1,0,0,0,0,0,0,1,1,0,0,47,0,0,0,1,0,1
14-15,2534,1,BIRD ISLAND-OLIVIA-LAKE LILLIAN                   ,15,10,BOLD-BIRD ISLAND ELEMENTARY                       ,65,Renville                                          ,6,1,1,0,0,0,0,0,0,0,0,0,1,0,0,21,0,0,0,0,1,0,0,0,0,1,0,0,49,0,0,0,0,1,0
14-15,2534,1,BIRD ISLAND-OLIVIA-LAKE LILLIAN                   ,20,33,BOLD SENIOR HIGH                                  ,65,Renville                                          ,6,1,1,0,0,0,0,0,0,0,0,0,1,0,0,16,0,0,0,1,0,0,0,0,0,1,0,0,57,0,0,0,0,0,1
14-15,2534,1,BIRD ISLAND-OLIVIA-LAKE LILLIAN                   ,0,0,Totals                                            ,65,Renville                                          ,6,4,3,1,0,0,0,0,0,0,0,0,3,1,0,11,0,1,0,1,1,0,0,0,1,3,0,0,50,0,0,0,1,1,2
14-15,2536,1,GRANADA HUNTLEY-EAST CHAIN                        ,20,33,GRANADA-HUNTLEY EAST CHAIN SEC.                   ,46,Martin                                            ,9,1.16,0.83,0.33,0,0,0,0,0,0,0,0,0.83,0.33,0,15,0,0.33,0,0,0.83,0,0,0,0,1.16,0,0,47,0,0,0.33,0,0,0.83
14-15,2536,1,GRANADA HUNTLEY-EAST CHAIN                        ,0,0,Totals                                            ,46,Martin                                            ,9,1.16,0.83,0.33,0,0,0,0,0,0,0,0,0.83,0.33,0,15,0,0.33,0,0,0.83,0,0,0,0,1.16,0,0,47,0,0,0.33,0,0,0.83
14-15,2580,1,EAST CENTRAL SCHOOL DISTRICT                      ,0,0,EAST CENTRAL SCHOOL DISTRICT                      ,58,Pine                                              ,7,1.24,1,0.24,0,0,0,0,0,0,0,0,1,0.24,0,4,1.14,0.1,0,0,0,0,0,0,1.03,0,0,0,41,0,0,1.07,0.03,0.07,0.07
14-15,2580,1,EAST CENTRAL SCHOOL DISTRICT                      ,10,10,EAST CENTRAL ELEMENTARY                           ,58,Pine                                              ,7,1,0,1,0,0,0,0,0,0,0,0,0,1,0,19,0,0,0,1,0,0,0,0,0,1,0,0,45,0,0,0,0,1,0
14-15,2580,1,EAST CENTRAL SCHOOL DISTRICT                      ,30,33,EAST CENTRAL SENIOR SECONDARY                     ,58,Pine                                              ,7,1,0,1,0,0,0,0,0,0,0,0,0,1,0,9,0,1,0,0,0,0,0,0,1,0,0,0,38,0,0,0,1,0,0
14-15,2580,1,EAST CENTRAL SCHOOL DISTRICT                      ,0,0,Totals                                            ,58,Pine                                              ,7,3.24,1,2.24,0,0,0,0,0,0,0,0,1,2.24,0,7,1.14,1.1,0,1,0,0,0,0,2.03,1,0,0,41,0,0,1.07,1.03,1.07,0.07
14-15,2609,1,WIN-E-MAC SCHOOL DISTRICT                         ,0,0,WIN-E-MAC SCHOOL DISTRICT                         ,60,Polk                                              ,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,10,0,1,0,0,0,0,0,0,0,1,0,0,57,0,0,0,0,0,1
14-15,2609,1,WIN-E-MAC SCHOOL DISTRICT                         ,20,33,WIN-E-MAC SECONDARY                               ,60,Polk                                              ,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,1,48,0,0,0,0,1,0
14-15,2609,1,WIN-E-MAC SCHOOL DISTRICT                         ,0,0,Totals                                            ,60,Polk                                              ,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,7,1,1,0,0,0,0,0,0,0,1,0,1,52,0,0,0,0,1,1
14-15,2683,1,GREENBUSH-MIDDLE RIVER SCHOOL DIST.               ,0,0,GREENBUSH-MIDDLE RIVER SCHOOL DIST.               ,68,Roseau                                            ,1,0.4,0.4,0,0,0,0,0,0,0,0,0,0.4,0,0,8,0,0.4,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0.4,0
14-15,2683,1,GREENBUSH-MIDDLE RIVER SCHOOL DIST.               ,10,10,GREENBUSH ELEMENTARY                              ,68,Roseau                                            ,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,19,0,0,0,0.5,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0.5
14-15,2683,1,GREENBUSH-MIDDLE RIVER SCHOOL DIST.               ,11,10,MIDDLE RIVER ELEMENTARY                           ,68,Roseau                                            ,1,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,12,0,0,0.5,0,0,0,0,0,0,0.5,0,0,51,0,0,0,0,0.5,0
14-15,2683,1,GREENBUSH-MIDDLE RIVER SCHOOL DIST.               ,20,32,GREENBUSH-MIDDLE RIVER SENIOR HIGH                ,68,Roseau                                            ,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,19,0,0,0,0.5,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0.5
14-15,2683,1,GREENBUSH-MIDDLE RIVER SCHOOL DIST.               ,21,20,GREENBUSH-MIDDLE RIVER JUNIOR HIGH                ,68,Roseau                                            ,1,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,12,0,0,0.5,0,0,0,0,0,0,0.5,0,0,51,0,0,0,0,0.5,0
14-15,2683,1,GREENBUSH-MIDDLE RIVER SCHOOL DIST.               ,0,0,Totals                                            ,68,Roseau                                            ,1,2.4,1.4,1,0,0,0,0,0,0,0,0,1.4,1,0,14,0,0.4,1,1,0,0,0,0,0,1,0,0,56,0,0,0,0,1.4,1
14-15,2687,1,HOWARD LAKE-WAVERLY-WINSTED                       ,0,0,HOWARD LAKE-WAVERLY-WINSTED                       ,86,Wright                                            ,7,2,1,1,0,0,0,0,0,0,0,0,1,1,0,5,0,1,0,0,0,0,0,0,1,0,0,1,51,0,0,0,1,0,1
14-15,2687,1,HOWARD LAKE-WAVERLY-WINSTED                       ,1,10,WINSTED ELEMENTARY                                ,86,Wright                                            ,7,1,0,1,0,0,0,0,0,0,0,0,0,1,0,12,0,0.5,0.5,0,0,0,0,0,0,0.5,0,0.5,40,0,0,0,1,0,0
14-15,2687,1,HOWARD LAKE-WAVERLY-WINSTED                       ,2,32,HOWARD LAKE-WAVERLY-WINSTED SEC.                  ,86,Wright                                            ,7,2,2,0,0,0,0,0,0,0,0,0,2,0,0,10,0,0,0,1,0,0,0,0,0,1,0,1,41,0,0,0,1,1,0
14-15,2687,1,HOWARD LAKE-WAVERLY-WINSTED                       ,3,10,HUMPHREY ELEMENTARY                               ,86,Wright                                            ,7,1,0,1,0,0,0,0,0,0,0,0,0,1,0,12,0,0.5,0.5,0,0,0,0,0,0,0.5,0,0.5,40,0,0,0,1,0,0
14-15,2687,1,HOWARD LAKE-WAVERLY-WINSTED                       ,86,20,HOWARD LAKE MIDDLE                                ,86,Wright                                            ,7,1,1,0,0,0,0,0,0,0,0,0,1,0,0,14,0,0,1,0,0,0,0,0,0,0,0,1,44,0,0,0,1,0,0
14-15,2687,1,HOWARD LAKE-WAVERLY-WINSTED                       ,0,0,Totals                                            ,86,Wright                                            ,7,7,4,3,0,0,0,0,0,0,0,0,4,3,0,10,0,2,2,1,0,0,0,0,1,2,0,4,43,0,0,0,5,1,1
14-15,2689,1,PIPESTONE AREA SCHOOL DISTRICT                    ,0,0,PIPESTONE AREA SCHOOL DISTRICT                    ,59,Pipestone                                         ,6,1.5,1.5,0,0,0,0,0,0,0,0,0,1.5,0,0,11,1,0,0,0.5,0,0,0,0,0,1.5,0,0,51,0,0,0,0,1.5,0
14-15,2689,1,PIPESTONE AREA SCHOOL DISTRICT                    ,2,10,BROWN ELEMENTARY                                  ,59,Pipestone                                         ,6,0.43,0.43,0,0,0,0,0,0,0,0,0,0.43,0,0,8,0,0.43,0,0,0,0,0,0,0,0.43,0,0,62,0,0,0,0,0,0.43
14-15,2689,1,PIPESTONE AREA SCHOOL DISTRICT                    ,3,10,HILL ELEMENTARY                                   ,59,Pipestone                                         ,6,0.43,0.43,0,0,0,0,0,0,0,0,0,0.43,0,0,8,0,0.43,0,0,0,0,0,0,0,0.43,0,0,62,0,0,0,0,0,0.43
14-15,2689,1,PIPESTONE AREA SCHOOL DISTRICT                    ,6,10,HEARTLAND ELEMENTARY                              ,59,Pipestone                                         ,6,0.13,0.13,0,0,0,0,0,0,0,0,0,0.13,0,0,8,0,0.13,0,0,0,0,0,0,0,0.13,0,0,62,0,0,0,0,0,0.13
14-15,2689,1,PIPESTONE AREA SCHOOL DISTRICT                    ,7,20,PIPESTONE MIDDLE                                  ,59,Pipestone                                         ,6,0.5,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,9,0,0.5,0,0,0,0,0,0,0,0,0,0.5,40,0,0,0,0.5,0,0
14-15,2689,1,PIPESTONE AREA SCHOOL DISTRICT                    ,8,32,PIPESTONE SENIOR HIGH                             ,59,Pipestone                                         ,6,0.5,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,9,0,0.5,0,0,0,0,0,0,0,0,0,0.5,40,0,0,0,0.5,0,0
14-15,2689,1,PIPESTONE AREA SCHOOL DISTRICT                    ,0,0,Totals                                            ,59,Pipestone                                         ,6,3.49,3.49,0,0,0,0,0,0,0,0,0,3.49,0,0,9,1,1.99,0,0.5,0,0,0,0,0,2.49,0,1,52,0,0,0,1,1.5,0.99
14-15,2711,1,MESABI EAST SCHOOL DISTRICT                       ,0,0,MESABI EAST SCHOOL DISTRICT                       ,69,St. Louis                                         ,3,1.17,1.17,0,0,0,0,0,0,0,0,0,1.17,0,0,3,1.17,0,0,0,0,0,0,0,0,1.17,0,0,52,0,0,0,0,1.17,0
14-15,2711,1,MESABI EAST SCHOOL DISTRICT                       ,10,10,MESABI EAST ELEMENTARY                            ,69,St. Louis                                         ,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,12,0,0,1,0,0,0,0,0,0,1,0,0,37,0,0,0,1,0,0
14-15,2711,1,MESABI EAST SCHOOL DISTRICT                       ,40,33,MESABI EAST SECONDARY                             ,69,St. Louis                                         ,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,53,0,0,0,0,1,0
14-15,2711,1,MESABI EAST SCHOOL DISTRICT                       ,0,0,Totals                                            ,69,St. Louis                                         ,3,3.17,2.17,1,0,0,0,0,0,0,0,0,2.17,1,0,4,1.17,0,1,0,0,0,0,0,0,3.17,0,0,48,0,0,0,1,2.17,0
14-15,2752,1,FAIRMONT AREA SCHOOL DISTRICT                     ,0,0,FAIRMONT AREA SCHOOL DISTRICT                     ,46,Martin                                            ,9,2.33,1.33,1,0,0,0,0,0,0,0,0,1.33,1,0,4,1,0.33,0,0,0,0,0,0,1.33,1,0,0,52,0,0,0.33,0,0,2
14-15,2752,1,FAIRMONT AREA SCHOOL DISTRICT                     ,50,10,FAIRMONT ELEMENTARY SCHOOL                        ,46,Martin                                            ,9,3,2,1,0,0,0,0,0,0,0,0,2,1,0,10,0,2,0,1,0,0,0,0,0,1,0,2,43,0,1,0,1,0,1
14-15,2752,1,FAIRMONT AREA SCHOOL DISTRICT                     ,60,33,FAIRMONT JR./SR. HIGH SCHOOL                      ,46,Martin                                            ,9,3,1,2,0,0,0,0,0,0,0,0,1,2,0,12,0,2,0,1,0,0,0,0,1,2,0,0,42,0,0,1,1,1,0
